Word		Original_root		Predicted_root
دوسری		دوسرا		دوسری
میعاد		میعاد		میعاد
کے		کے		کا
لئے		لئے		لئے
انتخابی		انتخابی		انتخابی
مقابلہ_آرائی		مقابلہ_آرائی		ماببلہ_آرائی
کی		کا		کا
تیاری		تیاری		تیاری
کرنی		کر		کر
ہے		ہے		ہے
۔		۔		۔
آنے		آ		آ
والے		والا		والا
انتخابات		انتخاب		انتخاب
مےں		مےں		مےں
انہیں		وہ		وہ
دیگر		دیگر		دیگر
امور		امر		امور
کے		کے		کا
علاوہ		علاوہ		علاوہ
ملکی		ملکی		ملکی
معاملات		معاملہ		معاملہ
مےں		مےں		مےں
ناکامیوں		ناکامی		ناکامی
کا		کا		کا
بھی		بھی		بھی
سامنا		سامنا		سامنا
کرنا		کر		کر
پڑےگا		پڑ		پڑ
۔		۔		۔
افغانستان		افغانستان		افغانستان
و		و		و
عراق		عراق		عراق
مےں		مےں		مےں
ہوئی		ہو		ہو
ناکامیاں		ناکامی		ناکامی
بھی		بھی		بھی
ان		یہ		یہ
کا		کا		کا
تعاقب		تعاقب		تعاقب
کریں_گی		کر		کر
۔		۔		۔
عراق		عراق		عراق
کی		کا		کا
ابوغریب		ابوغریب		ابوغریب
جیل		جیل		جیل
سے		سے		سے
لے		لے		لے
کر		کر		کر
کیوبا		کیوبا		کیوبا
کی		کا		کا
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
جیل		جیل		جیل
کے		کا		کا
قیدیوں		قیدی		قیدی
کی		کا		کا
آہ		آہ		آہ
و		و		و
بکا		بک		بک
بھی		بھی		بھی
ان		وہ		یہ
کا		کا		کا
تعاقب		تعاقب		تعاقب
کر		کر		کر
رہی		رہ		رہ
ہیں		ہے		ہے
۔		۔		۔
اوباما		اوباما		اوباما
کی		کا		کا
اندرون		اندرون		اندرون
ملک		ملک		ملک
پالیسی		پالیسی		پالیسی
مسائل		مسئلہ		مسئلہ
کا		کا		کا
شکار		شکار		شکار
ہے		ہے		ہے
تو		تو		تو
ان		وہ		یہ
کی		کا		کا
خارجہ		خارجہ		خارجہ
پالیسی		پالیسی		پالیسی
بھی		بھی		بھی
تین		تین		تین
طرح		طرح		طرح
سے		سے		سے
متاثر		متاثر		متاثر
نظر		نظر		نظر
آ		آ		آ
رہی		رہ		رہ
ہے		ہے		ہے
۔		۔		۔
اول		اول		اول
تو		تو		تو
وہ		وہ		وہ
بین_الاقوامی		بین_الاقوامی		بنن_الاقوامی
مسائل		مسئلہ		مسئلہ
مےں		مےں		مےں
ترجیحات		ترجیح		ترجیح
کا		کا		کا
تعین		تعین		تعین
نہیں		نہیں		نہیں
کر		کر		کر
سکے		سک		سک
۔		۔		۔
مشرق		مشرق		مشرق
وسطی		وسطی		وسطی
,		,		,
مصر		مصر		مصر
,		,		,
تیونس		تیونس		تیونس
اور		اور		اور
اب		اب		اب
لیبیا		لیبیا		لیبیا
کے		کا		کا
مسئلہ		مسئلہ		مسئلہ
پر		پر		پر
ان		یہ		یہ
کی		کا		کا
پالیسیاں		پالیسی		پالیسی
عالمی		عالمی		عالمی
تنقیدوں		تنقید		تنقید
سے		سے		سے
دوچار		دوچار		دوچار
ہیں		ہے		ہے
۔		۔		۔
ایسے		ایسا		ایسا
مےں		مےں		مےں
خود		خود		خود
امریکی		امریکی		امریکی
فوجی		فوجی		فوجی
انٹلیجنس		انٹلیجنس		انٹلیجنس
عہدیداروں		عہدیدار		عہدیدار
نے		نے		نے
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
جیل		جیل		جیل
سے		سے		سے
متعلق		متعلق		متعلق
700		700		700
فوجی		فوجی		فوجی
دستاویزات		دستاویز		دستاویز
کو		کو		کو
امریکی		امریکی		امریکی
عوام		عوام		عوام
کے		کے		کا
سامنے		سامنے		سامنے
پیش		پیش		پیش
کیا		کر		کر
ہے		ہے		ہے
تو		تو		تو
ان		یہ		یہ
دستاویزات		دستاویز		دستاویز
مےں		مےں		مےں
ظاہرکردہ		ظاہرکردہ		ظاہرکردہ
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
قیدیوں		قیدی		قیدی
کی		کا		کا
تفصیلات		تفصیل		تفصیل
امریکی		امریکی		امریکی
نظم		نظم		نظم
و		و		و
نسق		نسق		نسق
کے		کے		کا
لئے		لئے		لئے
خاصکر		خاصکر		خاصکر
اوباما		اوباما		اوباما
کے		کے		کا
لئے		لئے		لئے
آئندہ		آئندہ		آئندہ
کے		کا		کا
انتخابی		انتخابی		انتخابی
امکانات		امکان		امکان
کو		کو		کو
ٹھیس		ٹھیس		ٹھیس
پہنچا		پہنچ		پہنچ
سکتی		سک		سک
ہےں		ہے		ہے
۔		۔		۔
کیونکہ		کیونکہ		کیونکہ
گوانتاناموبے		گوانتانامے		بسااتتانامب
جیل		جیل		جیل
سب		سب		سب
سے		سے		سے
زیادہ		زیادہ		زیادہ
بدنام		بدنام		بدنام
جیل		جیل		جیل
ہے		ہے		ہے
اس		وہ		یہ
کے		کا		کا
جائزہ		جائزہ		جائزہ
کی		کا		کا
رپورٹ		رپورٹ		رپورٹ
پر		پر		پر
اےک		اےک		اےک
طویل		طویل		طویل
بحث		بحث		بحث
چھڑ		چھڑ		چھڑ
جائے		جا		جا
تو		تو		تو
جیل		جیل		جیل
کے		کا		کا
قیدیوں		قیدی		قیدی
کے		کے		کا
ساتھ		ساتھ		ساتھ
روا		روا		روا
رکھے		رکھ		رکھ
جانے		جا		جا
والے		والا		والا
غیرانسانی		غیرانسانی		غیرانسانی
سلوک		سلوک		سلوک
پر		پر		پر
سیاسی		سیاسی		سیاسی
ہلچل		ہلچل		ہلچل
پیدا		پیدا		پیدا
ہو		ہو		ہو
جائےگی		جا		جا
کیونکہ		کیونکہ		کیونکہ
قیدیوں		قیدی		قیدی
کو		کو		کو
مقدمہ		مقدمہ		مقدمہ
کے		کے		کا
بغیر		بغیر		بغیر
طویل		طویل		طویل
مدت		مدت		مدت
تک		تک		تک
محروس		محروس		محروس
رکھنا		رکھ		رکھ
غیرمنصفانہ		غیرمنصفانہ		غررمنصفانہ
کارروائی		کارروائی		کارروائی
ہے		ہے		ہے
۔		۔		۔
امریکی		امریکی		امریکی
نظم		نظم		نظم
و		و		و
نسق		نسق		نسق
یا		یا		یا
فوج		فوج		فوج
نے		نے		نے
قیدیوں		قیدی		قیدی
کی		کا		کا
غیرقانونی		غیرقانونی		غیرقانونی
طویل		طویل		طویل
مدت		مدت		مدت
کی		کا		کا
حراست		حراست		حراست
پر		پر		پر
اپنے		اپنا		اپنا
موقف		موقف		موقف
کو		کو		کو
واضح		واضح		واضح
نہیں		نہیں		نہیں
کیا		کر		کر
ہے		ہے		ہے
۔		۔		۔
امریکی		امریکی		امریکی
عدالتوں		عدالت		عدالت
مےں		مےں		مےں
ججس		جج		ججس
نے		نے		نے
بھی		بھی		بھی
سرکاری		سرکاری		سرکاری
الزامات		الزام		الزام
اور		اور		اور
حوالہ_جات		حوالہ_جات		حوالہ_جات
کو		کو		کو
مسترد		مسترد		مسترد
کر		کر		کر
دیا		دے		دے
ہے		ہے		ہے
۔		۔		۔
بدنام		بدنام		بدنام
زمانہ		زمانہ		زمانہ
امریکی		امریکی		امریکی
جیلوں		جیل		جیل
کی		کا		کا
دردناک		دردناک		دردناک
داستانیں		داستان		داستان
منظر		منظر		منظر
عام		عام		عام
پر		پر		پر
آنے		آ		آ
کے		کے		کا
باوجود		باوجود		باوجود
انسانی		انسانی		انسانی
حقوق		حق		حقوق
کی		کا		کا
دہائی		دہائی		دہائی
دینے		دے		دے
والے		والا		والا
امریکہ		امریکہ		امریکہ
نے		نے		نے
2007		2007		2007
سے		سے		سے
کئی		کئی		کئی
نئے		نیا		نیا
قیدیوں		قیدی		قیدی
کو		کو		کو
محروس		محروس		محروس
کیا		کر		کر
ہے		ہے		ہے
۔		۔		۔
اب		اب		اب
اوباما		اوباما		اوباما
کے		کے		کا
لئے		لئے		لئے
دوسری		دوسرا		دوسری
میعاد		میعاد		میعاد
پر		پر		پر
فائز		فائز		فائز
ہونا		ہو		ہو
ری_پبلکن		ری_پبلکن		ری_پبلکن
اور		اور		اور
عوام		عوام		عوام
کو		کو		کو
مطمئن		مطمئن		مطمئن
کروائے		کروا		کروا
بغیر		بغیر		بغیر
ممکن		ممکن		ممکن
نہیں		نہیں		نہیں
ہے		ہے		ہے
۔		۔		۔
بعض		بعض		بعض
ری_پبلکن		ری_پبلکن		ری_پبلکن
ارکان		رکن		رکن
نے		نے		نے
گوانتاناموبے		گوانتاناموبے		بسااتتانامب
قیدیوں		قیدی		قیدی
کے		کے		کا
علاوہ		علاوہ		علاوہ
دیگر		دیگر		دیگر
خارجی		خارجی		خارجی
پالیسیوں		پالیسی		پالیسی
پر		پر		پر
اوباما		اوباما		اوباما
نظم		نظم		نظم
و		و		و
نسق		نسق		نسق
کی		کا		کا
کارکردگی		کارکردگی		کارکردگی
پر		پر		پر
سوال		سوال		سوال
اٹھانا		اٹھا		اٹھا
شروع		شروع		شروع
کیا		کر		کر
ہے		ہے		ہے
۔		۔		۔
ایسے		ایسا		ایسا
مےں		مےں		مےں
امریکی		امریکی		امریکی
بدنام		بدنام		بدنام
جیلوں		جیل		جیل
کے		کا		کا
قیدیوں		قیدی		قیدی
کے		کا		کا
معاملے		معاملہ		معاملہ
مےں		مےں		مےں
اوباما		اوباما		اوباما
کا		کا		کا
موقف		موقف		موقف
ان		یہ		یہ
کے		کا		کا
سیاسی		سیاسی		سیاسی
مستقبل		مستقبل		مستقبل
کا		کا		کا
تعین		تعین		تعین
کرےگا		کر		کر
۔		۔		۔
بالی_ووڈ		بالی_ووڈ		بالی_ووڈ
اداکار		اداکار		اداکار
شائنی		شائنی		شائنن
آہوجہ		آہوجہ		آہوجہ
کو		کو		کو
ملازمہ		ملازمہ		ملازمہ
کی		کا		کا
عصمت_ریزی		عصمت_ریزی		عصمت_ریزی
کا		کا		کا
مجرم		مجرم		مجرم
قرار		قرار		قرار
دیتے		دے		دے
ہوئے		ہو		ہو
ٹرائیل		ٹرائیل		ٹرائیل
کورٹ		کورٹ		کورٹ
کی		کا		کا
جانب		جانب		جانب
سے		سے		سے
سنائی		سنا		سنائی
گئی		جا		جا
سزا		سزا		سزا
کے		کا		کا
تقریباً		تقریباً		تقریباً
اےک		اےک		اےک
ماہ		ماہ		ماہ
بعد		بعد		بعد
ممبئی		ممبئی		ممبئی
ہائی		ہائی		ہائی
کورٹ		کورٹ		کورٹ
نے		نے		نے
آج		آج		آج
اُن		وہ		وہ
کی		کا		کا
ضمانت		ضمانت		ضمانت
منظور		منظور		منظور
کر		کر		کر
لی		لے		لے
۔		۔		۔
جسٹس		جسٹس		جسٹس
اے		اے		اے
آر		آر		آر
جوشی		جوشی		جوشی
نے		نے		نے
شائنی		شائنی		شائنن
آہوجہ		آہوجہ		آہوجہ
کی		کا		کا
ضمانت		ضمانت		ضمانت
منظور		منظور		منظور
کرتے		کر		کر
ہوئے		ہو		ہو
انھیں		وہ		وہ
15000		15000		15000
روپئے		روپیہ		روپیہ
کی		کا		کا
شخصی		شخصی		شخصی
ضمانت		ضمانت		ضمانت
کی		کا		کا
تعمیل		تعمیل		تعمیل
کا		کا		کا
حکم		حکم		حکم
دیا		دے		دے
۔		۔		۔
جج		جج		جج
نے		نے		نے
یہ		یہ		یہ
احساس		احساس		احساس
ظاہر		ظاہر		ظاہر
کیا		کر		کر
کہ		کہ		کہ
اس		یہ		یہ
وقت		وقت		وقت
انھیں		وہ		وہ
تحویل		تحویل		تحویل
مےں		مےں		مےں
رکھنے		رکھ		رکھ
کی		کا		کا
ضرورت		ضرورت		ضرورت
نہیں		نہیں		نہیں
ہے		ہے		ہے
کیوںکہ		کیوںکہ		کیوںک
پہلے		پہلے		پہلا
ہی		ہی		ہی
مجرم		مجرم		مجرم
قرار		قرار		قرار
دیا		دے		دے
جا		جا		جا
چکا		چک		چک
ہے		ہے		ہے
تاہم		تاہم		تاہم
جج		جج		جج
نے		نے		نے
انھیں		وہ		وہ
عدالت		عدالت		عدالت
کی		کا		کا
اجازت		اجازت		اجازت
کے		کے		کا
بغیر		بغیر		بغیر
ملک		ملک		ملک
نہ		نہ		نہ
چھوڑنے		چھوڑ		چھوڑ
کی		کا		کا
ہدایت		ہدایت		ہدایت
دی		دے		دے
۔		۔		۔
شائنی		شائنی		شائنن
آہوجہ		آہوجہ		آہوجہ
کو		کو		کو
سیشن		سیشن		سیشن
کورٹ		کورٹ		کورٹ
نے		نے		نے
30		30		30
مارچ		مارچ		مارچ
کو		کو		کو
مجرم		مجرم		مجرم
قرار		قرار		قرار
دیا		دے		دے
تھا		تھا		تھا
اور		اور		اور
اس		وہ		یہ
کے		کے		کا
فوری		فوری		فوری
بعد		بعد		بعد
انھوں		وہ		وہ
نے		نے		نے
ہائی		ہائی		ہائی
کورٹ		کورٹ		کورٹ
مےں		مےں		مےں
اپیل		اپیل		اپیل
دائر		دائر		دائر
کی		کر		کا
تھی		تھا		تھا
۔		۔		۔
بالی_ووڈ		بالی_ووڈ		بالی_ووڈ
اداکار		اداکار		اداکار
کے		کا		کا
وکیل		وکیل		وکیل
شریش		شریش		شریش
گپتے		گپتے		گپتا
نے		نے		نے
اُن		وہ		وہ
کے		کا		کا
موکل		موکل		موکل
کو		کو		کو
ضمانت		ضمانت		ضمانت
منظور		منظور		منظور
کرنے		کر		کر
کی		کا		کا
خواہش		خواہش		خواہش
کرتے		کر		کر
ہوئے		ہو		ہو
کہا		کہہ		کہہ
کہ		کہ		کہ
انھیں		وہ		وہ
اس		وہ		یہ
وقت		وقت		وقت
بھی		بھی		بھی
مجرم		مجرم		مجرم
قرار		قرار		قرار
دیا		دے		دے
گیا		جا		جا
تھا		تھا		تھا
جبکہ		جبکہ		جبکہ
عصمت_ریزی		عصمت_ریزی		عصمت_ریزی
کا		کا		کا
الزام		الزام		الزام
بھی		بھی		بھی
عائد		عائد		عائد
نہیں		نہیں		نہیں
کیا		کر		کر
گیا		جا		جا
تھا		تھا		تھا
۔		۔		۔
متاثرہ		متاثرہ		متاثرہ
ملازمہ		ملازمہ		ملازمہ
نے		نے		نے
ٹرائیل		ٹرائیل		ٹرائیل
کورٹ		کورٹ		کورٹ
کو		کو		کو
بتایا		بتا		بتا
کہ		کہ		کہ
اُس		وہ		وہ
کی		کا		کا
عصمت_ریزی		عصمت_ریزی		عصمت_ریزی
نہیں		نہیں		نہیں
کی		کر		کا
گئی		جا		جا
تھی		تھا		تھا
اور		اور		اور
اُس		وہ		وہ
نے		نے		نے
ریکھا		ریکھا		ریکھ
مانے		مانے		مان
کی		کا		کا
ایما		ایما		ایما
پر		پر		پر
پولیس		پولیس		پولیس
کے		کے		کا
روبرو		روبرو		روبرو
غلط		غلط		غلط
بیان		بیان		بیان
دیا		دے		دے
تھا		تھا		تھا
۔		۔		۔
ریکھا		ریکھا		ریکھ
مانے		مانے		مان
کی		کا		کا
مبینہ		مبینہ		مبینہ
طور		طور		طور
پر		پر		پر
شائنی		شائنی		شائنن
آہوجہ		آہوجہ		آہوجہ
سے		سے		سے
مخاصمت		مخاصمت		مخاصمت
پائی		پا		پا
جاتی		جا		جا
